session_id,experiment_variant,converted,revenue
s946,control,1,64.31
s1819,v1,0,0
s63,control,0,0
s1398,control,0,0
s432,control,0,0
s755,control,0,0
s723,control,0,0
s1379,control,0,0
s1564,v1,0,0
s2534,v1,0,0
s2419,v1,0,0
s242,control,1,64.36
s562,control,0,0
s1275,control,0,0
s468,control,0,0
s1511,v1,0,0
s917,control,0,0
s1298,control,0,0
s335,control,0,0
s2924,v1,0,0
s1437,control,0,0
s920,control,0,0
s2739,v1,0,0
s1744,v1,0,0
s326,control,0,0
s2253,v1,0,0
s134,control,0,0
s1472,control,0,0
s2305,v1,0,0
s1586,v1,0,0
s2154,v1,0,0
s186,control,0,0
s632,control,0,0
s2852,v1,0,0
s2322,v1,0,0
s1337,control,0,0
s2072,v1,0,0
s1865,v1,0,0
s1517,v1,0,0
s1917,v1,0,0
s112,control,0,0
s1872,v1,0,0
s1791,v1,0,0
s2827,v1,0,0
s2203,v1,0,0
s2976,v1,0,0
s1167,control,0,0
s988,control,0,0
s372,control,0,0
s1445,control,0,0
s523,control,0,0
s1941,v1,0,0
s22,control,1,51.79
s373,control,0,0
s948,control,0,0
s1752,v1,0,0
s674,control,0,0
s1498,control,0,0
s494,control,0,0
s2869,v1,0,0
s855,control,0,0
s2400,v1,0,0
s2026,v1,0,0
s730,control,0,0
s1803,v1,1,88.35
s2705,v1,0,0
s1951,v1,0,0
s651,control,0,0
s2567,v1,0,0
s1556,v1,0,0
s2668,v1,0,0
s876,control,0,0
s13,control,0,0
s2937,v1,0,0
s2383,v1,0,0
s2209,v1,1,66.78
s2183,v1,0,0
s2323,v1,0,0
s810,control,0,0
s2443,v1,0,0
s564,control,0,0
s2832,v1,0,0
s438,control,0,0
s2968,v1,1,44.84
s2767,v1,1,51.94
s244,control,0,0
s1054,control,0,0
s171,control,0,0
s1894,v1,0,0
s1754,v1,0,0
s833,control,0,0
s2680,v1,0,0
s2133,v1,0,0
s1346,control,0,0
s1692,v1,0,0
s745,control,0,0
s2732,v1,0,0
s2421,v1,1,58.68
s2733,v1,0,0
s2655,v1,0,0
s1095,control,0,0
s1426,control,0,0
s285,control,0,0
s867,control,0,0
s382,control,0,0
s2948,v1,0,0
s2244,v1,0,0
s2017,v1,0,0
s5,control,0,0
s1716,v1,0,0
s1370,control,0,0
s425,control,0,0
s1359,control,0,0
s2498,v1,0,0
s2575,v1,0,0
s1145,control,0,0
s2352,v1,0,0
s2312,v1,0,0
s692,control,0,0
s1907,v1,0,0
s574,control,0,0
s1799,v1,0,0
s467,control,0,0
s1268,control,1,83.1
s658,control,0,0
s194,control,0,0
s595,control,0,0
s379,control,0,0
s1823,v1,0,0
s2921,v1,0,0
s2491,v1,0,0
s2823,v1,0,0
s2112,v1,0,0
s1694,v1,0,0
s2172,v1,0,0
s2127,v1,0,0
s648,control,0,0
s490,control,0,0
s2742,v1,0,0
s1281,control,0,0
s544,control,0,0
s1938,v1,0,0
s147,control,0,0
s2646,v1,0,0
s1858,v1,0,0
s321,control,0,0
s1207,control,0,0
s1213,control,0,0
s2368,v1,1,44.05
s1299,control,0,0
s1226,control,0,0
s641,control,0,0
s2527,v1,0,0
s2974,v1,0,0
s733,control,0,0
s380,control,0,0
s2064,v1,0,0
s399,control,0,0
s2688,v1,0,0
s2283,v1,0,0
s2992,v1,0,0
s370,control,0,0
s2941,v1,0,0
s1400,control,0,0
s516,control,0,0
s2972,v1,0,0
s2353,v1,0,0
s2802,v1,1,45.46
s2549,v1,0,0
s1474,control,0,0
s546,control,0,0
s1057,control,0,0
s1449,control,0,0
s1796,v1,0,0
s3000,v1,0,0
s2115,v1,0,0
s143,control,0,0
s1306,control,0,0
s1309,control,0,0
s1999,v1,0,0
s2453,v1,0,0
s1915,v1,0,0
s1857,v1,0,0
s992,control,0,0
s62,control,0,0
s2270,v1,0,0
s2471,v1,0,0
s339,control,0,0
s318,control,0,0
s1718,v1,0,0
s492,control,1,35.92
s49,control,1,67.9
s785,control,0,0
s2034,v1,0,0
s1336,control,1,89.11
s2334,v1,0,0
s2617,v1,0,0
s858,control,0,0
s124,control,0,0
s1965,v1,1,68.27
s1252,control,0,0
s1140,control,0,0
s1739,v1,0,0
s1191,control,1,57.26
s826,control,0,0
s1940,v1,0,0
s2866,v1,0,0
s1446,control,0,0
s276,control,0,0
s387,control,0,0
s926,control,0,0
s2006,v1,0,0
s1043,control,0,0
s2188,v1,0,0
s344,control,0,0
s2579,v1,0,0
s2175,v1,0,0
s2615,v1,0,0
s583,control,0,0
s2867,v1,0,0
s480,control,0,0
s2606,v1,0,0
s1550,v1,0,0
s2424,v1,1,77.08
s1240,control,0,0
s712,control,0,0
s413,control,0,0
s2330,v1,0,0
s1292,control,0,0
s1575,v1,0,0
s1030,control,0,0
s183,control,0,0
s2633,v1,0,0
s2792,v1,1,79.24
s1582,v1,0,0
s1178,control,0,0
s631,control,0,0
s2770,v1,1,48.69
s2820,v1,0,0
s1100,control,0,0
s2298,v1,0,0
s1442,control,0,0
s1908,v1,0,0
s1444,control,0,0
s1026,control,0,0
s2652,v1,0,0
s506,control,0,0
s1500,control,1,25.67
s1682,v1,0,0
s1534,v1,0,0
s2656,v1,0,0
s969,control,0,0
s1666,v1,0,0
s1771,v1,0,0
s2492,v1,0,0
s2512,v1,0,0
s2126,v1,0,0
s2450,v1,0,0
s2071,v1,0,0
s2879,v1,0,0
s369,control,0,0
s527,control,0,0
s1016,control,1,58.58
s2481,v1,0,0
s2485,v1,0,0
s923,control,0,0
s722,control,0,0
s316,control,0,0
s1512,v1,0,0
s813,control,0,0
s1494,control,0,0
s1991,v1,0,0
s2640,v1,0,0
s2033,v1,0,0
s1725,v1,0,0
